,"Date","Ticker","Open Long","Close Long","Open Short","Close Short","Close Price"
0,23/09/19,"A",0,0,0,0,78.0400009155
1,23/09/19,"AAL",0,0,0,0,27.5
2,23/09/19,"AAP",0,0,0,0,161.2200012207
3,23/09/19,"AAPL",0,0,0,0,218.7200012207
4,23/09/19,"ABC",0,0,0,0,83.8600006104
5,23/09/19,"ABMD",0,0,0,0,186.0099945068
6,23/09/19,"ABT",0,0,0,0,83.1800003052
7,23/09/19,"ACN",1,0,0,1,192.9499969482
8,23/09/19,"ADBE",0,0,0,0,277.4400024414
9,23/09/19,"ADI",0,0,0,1,114.2900009155
10,23/09/19,"ADM",0,0,0,0,40.4000015259
11,23/09/19,"ADP",0,1,1,0,159.6999969482
12,23/09/19,"ADS",1,0,0,1,129.3300018311
13,23/09/19,"ADSK",0,0,0,0,152.3699951172
14,23/09/19,"AEE",0,0,0,0,78.9499969482
15,23/09/19,"AEP",0,0,0,0,93.4000015259
16,23/09/19,"AES",0,0,0,0,16.25
17,23/09/19,"AFL",0,0,0,0,52.3499984741
18,23/09/19,"AGN",0,0,0,0,166.8699951172
19,23/09/19,"AIG",0,0,0,0,57.2999992371
20,23/09/19,"AIV",0,0,0,0,51.1399993896
21,23/09/19,"AIZ",0,0,0,0,125.8300018311
22,23/09/19,"ALB",0,0,0,0,68.2300033569
23,23/09/19,"ALGN",0,0,0,0,183.8899993896
24,23/09/19,"ALK",0,1,1,0,64.7200012207
25,23/09/19,"ALL",0,0,0,0,108.4199981689
26,23/09/19,"ALLE",0,0,0,0,101.2600021362
27,23/09/19,"ALXN",0,0,0,0,104.6200027466
28,23/09/19,"AMCR",0,0,0,0,9.6499996185
29,23/09/19,"AMD",0,0,0,0,30.6399993896
30,23/09/19,"AME",0,0,0,0,89.4800033569
31,23/09/19,"AMG",0,1,1,0,85.3199996948
32,23/09/19,"AMGN",0,0,0,0,197.7599945068
33,23/09/19,"AMP",0,0,0,0,147.3200073242
34,23/09/19,"AMZN",1,0,0,1,1785.3000488281
35,23/09/19,"ANET",0,0,0,0,240.9799957275
36,23/09/19,"ANTM",0,0,0,0,251.3999938965
37,23/09/19,"AOS",0,1,1,0,47.7400016785
38,23/09/19,"APD",0,0,0,0,220.4499969482
39,23/09/19,"APH",0,0,0,0,93.6200027466
40,23/09/19,"APTV",0,0,0,0,87.9899978638
41,23/09/19,"ATO",0,0,0,0,112.5699996948
42,23/09/19,"ARNC",0,0,0,0,26.7600002289
43,23/09/19,"AVB",0,0,0,0,210.3699951172
44,23/09/19,"AVY",0,0,0,0,113.1800003052
45,23/09/19,"AXP",0,0,0,0,118.2300033569
46,23/09/19,"AVGO",0,0,0,0,285.4599914551
47,23/09/19,"AZO",0,0,0,0,1151.8699951172
48,23/09/19,"BAC",0,0,0,0,29.5499992371
49,23/09/19,"BBT",0,0,0,0,52.5800018311
50,23/09/19,"BBY",0,0,0,0,67.4499969482
51,23/09/19,"BDX",0,0,0,0,253.3500061035
52,23/09/19,"BEN",0,1,1,0,29.0900001526
53,23/09/19,"BIIB",0,0,0,0,239.9600067139
54,23/09/19,"BK",0,0,0,1,46.7799987793
55,23/09/19,"BKNG",0,0,0,0,2009.4100341797
56,23/09/19,"BLK",0,0,0,0,446.299987793
57,23/09/19,"BLL",0,0,0,0,74.5100021362
58,23/09/19,"BR",0,0,0,0,125.4100036621
59,23/09/19,"BSX",0,0,0,0,43.1399993896
60,23/09/19,"BWA",0,1,1,0,36.7849998474
61,23/09/19,"C",1,0,0,1,69.5400009155
62,23/09/19,"CAH",0,0,0,0,47.1599998474
63,23/09/19,"CAT",0,1,1,0,128.4299926758
64,23/09/19,"CBOE",0,0,0,0,116
65,23/09/19,"CBRE",1,0,0,1,52.7999992371
66,23/09/19,"CBS",0,0,0,0,41.9700012207
67,23/09/19,"CCL",0,1,1,0,47.7099990845
