,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price
0,2019-11-07,A,0,1,1,0,75.91000366210938
1,2019-11-07,AAL,0,0,0,0,30.88999938964844
2,2019-11-07,AAP,0,0,0,0,169.27999877929688
3,2019-11-07,AAPL,0,0,0,0,259.42999267578125
4,2019-11-07,ABC,0,0,0,0,84.08000183105469
5,2019-11-07,ABMD,0,0,0,0,219.1300048828125
6,2019-11-07,ABT,0,0,0,0,83.38999938964844
7,2019-11-07,ACN,0,0,0,0,189.08999633789062
8,2019-11-07,ADBE,0,0,0,0,290.7699890136719
9,2019-11-07,ADI,0,0,0,0,112.29000091552734
10,2019-11-07,ADM,0,0,0,0,43.540000915527344
11,2019-11-07,ADP,0,0,0,0,162.10000610351562
12,2019-11-07,ADS,0,0,0,0,105.4000015258789
13,2019-11-07,ADSK,0,0,0,0,151.82000732421875
14,2019-11-07,AEE,0,0,0,0,74.62999725341797
15,2019-11-07,AEP,0,1,0,0,89.33999633789062
16,2019-11-07,AES,0,0,0,0,17.569999694824222
17,2019-11-07,AFL,0,0,0,0,54.1500015258789
18,2019-11-07,AGN,0,0,0,0,178.67999267578125
19,2019-11-07,AIG,0,0,0,0,55.59000015258789
20,2019-11-07,AIV,0,0,0,0,52.959999084472656
21,2019-11-07,AIZ,0,1,1,0,127.4800033569336
22,2019-11-07,ALB,1,0,0,1,71.38999938964844
23,2019-11-07,ALGN,0,0,0,0,258.94000244140625
24,2019-11-07,ALK,1,0,0,1,70.93000030517578
25,2019-11-07,ALL,0,0,0,0,107.72000122070312
26,2019-11-07,ALLE,0,0,0,0,115.2699966430664
27,2019-11-07,ALXN,0,0,0,0,108.0500030517578
28,2019-11-07,AMCR,0,0,0,0,9.779999732971193
29,2019-11-07,AMD,0,0,0,0,36.27999877929688
30,2019-11-07,AME,0,0,0,0,96.1999969482422
31,2019-11-07,AMG,0,0,0,0,87.05000305175781
32,2019-11-07,AMGN,0,0,0,0,217.9900054931641
33,2019-11-07,AMP,0,0,0,0,157.74000549316406
34,2019-11-07,AMZN,0,0,0,0,1788.199951171875
35,2019-11-07,ANET,0,0,0,0,194.44000244140625
36,2019-11-07,ANTM,0,0,0,0,279.76998901367193
37,2019-11-07,AOS,1,0,0,1,51.86999893188477
38,2019-11-07,APD,0,0,0,0,227.5800018310547
39,2019-11-07,APH,0,0,0,0,102.52999877929688
40,2019-11-07,APTV,0,0,0,1,96.48999786376952
41,2019-11-07,ATO,1,0,0,1,108.18000030517578
42,2019-11-07,ARNC,1,0,0,1,28.90999984741211
43,2019-11-07,AVB,0,0,0,0,209.13999938964844
44,2019-11-07,AVY,0,0,0,0,132.66999816894528
45,2019-11-07,AXP,0,0,0,0,121.27999877929688
46,2019-11-07,AVGO,0,0,0,1,311.739990234375
47,2019-11-07,AZO,0,0,0,0,1165.6099853515625
48,2019-11-07,BAC,0,0,0,0,33.22999954223633
49,2019-11-07,BBT,0,0,0,0,54.72999954223633
50,2019-11-07,BBY,0,0,0,0,76.01000213623047
51,2019-11-07,BDX,0,0,0,0,244.57000732421875
52,2019-11-07,BEN,0,0,0,0,28.739999771118164
53,2019-11-07,BIIB,0,0,0,0,286.8699951171875
54,2019-11-07,BK,0,0,0,0,49.4000015258789
55,2019-11-07,BKNG,0,0,0,0,1849.9300537109373
56,2019-11-07,BLK,0,0,0,0,490.1600036621094
57,2019-11-07,BLL,1,0,0,1,65.06999969482422
58,2019-11-07,BR,0,0,0,0,120.4800033569336
59,2019-11-07,BSX,0,0,0,0,40.72000122070313
60,2019-11-07,BWA,0,1,1,0,45.97000122070313
61,2019-11-07,C,0,1,1,0,75.80999755859375
62,2019-11-07,CAH,0,0,0,0,53.20000076293945
63,2019-11-07,CAT,0,0,0,0,147.00999450683594
64,2019-11-07,CBOE,0,0,0,0,115.4000015258789
65,2019-11-07,CBRE,0,0,0,0,54.5
66,2019-11-07,CBS,0,0,0,0,37.79999923706055
