Date,oc_gbpjpy,hl_gbpjpy,gbpjpy_close,gbpjpy_Doc,gbpjpy_Dhl,rsi_gbpjpy,GBPJPY,short_gbpjpy,long_gbpjpy
20180507  00:45:00,-0.008000000000009777,0.03200000000001069,5.417628013477553e-05,-0.7266435986155442,-0.38973384030408487,78.88999008920126,147.674,0,0
20180507  01:00:00,-0.08099999999998886,0.09150000000002478,0.0005485051203967985,9.240506329099839,1.853582554516956,96.56063297271054,147.755,0,0
20180507  01:15:00,-0.052500000000009095,0.08500000000000796,0.0003553176844657754,-0.3522867737946068,-0.07096069869012081,98.35049949663123,147.8075,0,0
20180507  01:30:00,0.07099999999999795,0.08299999999999841,-0.0004803541901769459,-2.356870229007359,-0.023501762632307435,40.850461578052155,147.7365,0,0
20180507  01:45:00,0.051000000000016144,0.12250000000000227,-0.00034520897326739713,-0.28129395217978037,0.4753309265945201,22.20240904879083,147.6855,0,0
20180507  02:00:00,0.12199999999998568,0.16699999999997317,-0.0008260791844295292,1.389432485321861,0.36296900489371997,6.97307952056024,147.5635,0,0
20180507  02:15:00,0.006000000000000227,0.08150000000000546,-4.066043387393793e-05,-0.9500409500409422,-0.5116696588867831,6.532350566051889,147.5575,0,0
20180507  02:30:00,-0.022500000000007958,0.06550000000001432,0.00015248282704522138,-4.672131147542151,-0.19607843137242723,36.59051494014645,147.58,0,0
20180507  02:45:00,0.03849999999999909,0.08799999999999386,-0.00026087528061032,-2.7232142857136328,0.34298780487766195,17.419501668695556,147.5415,0,0
20180507  03:00:00,0.12950000000000728,0.17749999999998067,-0.000877718555309196,2.357512953368143,1.0158910329170607,3.849914289292384,147.412,0,0
20180507  03:15:00,-0.015500000000002956,0.1214999999999975,0.00010514740648836123,-1.1188271604938433,-0.3153153153152549,18.96162304690726,147.4275,0,0
20180507  03:30:00,-0.0584999999999809,0.07049999999998136,0.0003968049401874608,2.792207792205824,-0.4194078947369835,62.934641028874964,147.486,0,0
20180507  03:45:00,-0.12000000000000455,0.14050000000000296,0.000813635996883805,1.0530821917815714,0.9915014164311626,88.51089823825812,147.606,0,0
20180507  04:00:00,-0.023500000000012733,0.05449999999999022,0.0001592075124267407,-0.8048373644702932,-0.6116642958748999,90.9553308864357,147.6295,0,0
20180507  04:15:00,-0.017500000000012506,0.038000000000010914,0.00011853991340498453,-0.2564102564101266,-0.3021978021974773,93.13173380803956,147.64700000000002,0,0
20180507  04:30:00,-0.03499999999999659,0.06100000000000705,0.00023705172671861883,1.005747126435144,0.6036745406821403,96.50026972585933,147.68200000000002,0,0
20180507  04:45:00,-0.0519999999999925,0.09349999999997749,0.00035210766910812134,0.48710601719190744,0.5319148936164761,98.57580246548329,147.734,0,0
20180507  05:00:00,-0.05999999999997385,0.12399999999999523,0.0004061350764649045,0.1541425818879097,0.3258547008549687,99.39871468699772,147.79399999999998,0,0
20180507  05:15:00,0.002999999999985903,0.02400000000000091,-2.029850988629386e-05,-1.0517529215356805,-0.8058017727638853,93.96910781098406,147.791,0,0
20180507  05:30:00,0.04050000000000864,0.056500000000028194,-0.0002740354459775226,12.096774193610733,1.3485477178434049,37.96943360043363,147.7505,0,0
20180507  05:45:00,0.026499999999998636,0.05150000000000432,-0.00017935629364617563,-0.34482758620706955,-0.08833922261521879,21.332721374907113,147.724,0,0
20180507  06:00:00,-0.09350000000000591,0.13599999999999568,0.0006329366704553009,-4.511278195489124,1.6375968992245016,80.77500059368975,147.8175,0,0
20180507  06:15:00,0.014499999999998181,0.07050000000000978,-9.809386703611871e-05,-1.1563169164881935,-0.48126377663473907,65.4386495159833,147.803,0,0
20180507  06:30:00,-0.05850000000000932,0.08549999999999613,0.000395796840526412,-5.000000000001137,0.2124645892349048,86.35025676036439,147.8615,0,0
20180507  06:45:00,0.005500000000012051,0.06499999999999773,-3.7196946333679945e-05,-1.0958904109590952,-0.23948598130840343,77.5295972812639,147.856,0,0
20180507  07:00:00,0.04749999999998522,0.0800000000000125,-0.00032125830452707206,7.499999999979069,0.23041474654401387,28.04567005771118,147.8085,0,0
20180507  07:15:00,-0.03699999999997772,0.04999999999998295,0.000250323729471612,-1.775210084033386,-0.37453183520630307,63.92072370097136,147.8455,0,0
