,Date,Ticker,Conf Up,Conf Dwn,Green,Red,Green_Close,Red_Close,Price,Open.S
0,2018-08-13,AAL,81.4753189086914,0.014638900756835938,0,0,0,1,36.23834609985352,36.84000015258789
2,2018-08-15,AAL,0.3233283758163452,92.80033111572266,0,0,1,0,36.87859344482422,37.75
3,2018-08-16,AAL,0.003421306610107422,99.9592514038086,0,1,1,0,37.587799072265625,37.9900016784668
4,2018-08-17,AAL,99.891357421875,0.0023633241653442383,1,0,0,1,37.22335052490234,38.040000915527344
5,2018-08-20,AAL,0.006499886512756348,99.98251342773438,0,1,1,0,39.3903694152832,39.97999954223633
6,2018-08-21,AAL,0.0030994415283203125,99.99002075195312,0,1,1,0,39.72526168823242,40.08000183105469
7,2018-08-22,AAL,0.0006526708602905273,99.9886245727539,0,1,1,0,38.60235595703125,39.18999862670898
10,2018-08-27,AAL,0.008863210678100586,99.99637603759766,0,1,1,0,38.92741394042969,39.66999816894531
11,2018-08-28,AAL,0.0012189149856567383,99.99987030029297,0,1,1,0,40.07986068725586,40.65999984741211
12,2018-08-29,AAL,0.04513263702392578,98.53263854980469,0,1,1,0,39.89271545410156,40.36000061035156
13,2018-08-30,AAL,0.05874931812286377,99.20313262939453,0,1,1,0,39.79421615600586,40.25
14,2018-08-31,AAL,0.03167688846588135,99.12271118164062,0,1,1,0,39.87301254272461,40.31999969482422
15,2018-09-04,AAL,0.0007539987564086914,99.99793243408203,0,1,1,0,40.158668518066406,40.810001373291016
16,2018-09-05,AAL,4.172325134277344e-05,99.99998474121094,0,1,1,0,39.07516098022461,39.47999954223633
17,2018-09-06,AAL,0.0024318695068359375,93.61213684082031,0,0,1,0,37.90300750732422,38.310001373291016
19,2018-09-10,AAL,0.0006467103958129883,99.62328338623047,0,1,1,0,38.83876037597656,39.33000183105469
20,2018-09-11,AAL,0.0013083219528198242,99.98706817626953,0,1,1,0,39.57751083374024,40.2599983215332
23,2018-09-14,AAL,0.13969242572784424,87.62572479248047,0,0,1,0,39.14411163330078,39.70000076293945
24,2018-09-17,AAL,0.002461671829223633,99.98363494873047,0,1,1,0,39.71541213989258,40.36000061035156
25,2018-09-18,AAL,0.0006705522537231445,99.99713134765625,0,1,1,0,40.178367614746094,40.790000915527344
26,2018-09-19,AAL,0.007528066635131836,99.96759033203125,0,1,1,0,40.976219177246094,41.81999969482422
27,2018-09-20,AAL,0.0018984079360961914,99.99876403808594,0,1,1,0,41.26186752319336,42.040000915527344
28,2018-09-21,AAL,0.0004559755325317383,99.99952697753906,0,1,1,0,42.94622802734375,43.27000045776367
29,2018-09-24,AAL,0.02739131450653076,99.30947875976562,0,1,1,0,41.35052490234375,42.0
31,2018-09-26,AAL,0.0006407499313354492,99.9986572265625,0,1,1,0,40.424617767333984,41.22999954223633
34,2018-10-01,AAL,5.6624412536621094e-05,99.98615264892578,0,1,1,0,39.016056060791016,39.599998474121094
35,2018-10-02,AAL,0.004187226295471191,93.8235092163086,0,0,1,0,37.92270278930664,38.70000076293945
37,2018-10-04,AAL,0.0014126300811767578,93.56718444824219,0,0,1,0,37.35139846801758,37.93000030517578
39,2018-10-08,AAL,0.0001430511474609375,99.12347412109375,0,1,1,0,35.3616943359375,36.29999923706055
40,2018-10-09,AAL,0.0,100.0,0,1,1,0,33.046924591064446,33.330001831054695
41,2018-10-10,AAL,0.006693601608276367,99.6958999633789,0,1,1,0,31.136016845703125,32.299999237060554
42,2018-10-11,AAL,0.010150671005249023,99.68374633789062,0,1,1,0,30.801115036010746,31.96999931335449
43,2018-10-12,AAL,99.0670166015625,0.2982228994369507,1,0,0,1,30.446514129638672,31.0
44,2018-10-15,AAL,99.46893310546875,1.5203893184661865,1,0,0,1,31.303470611572266,32.060001373291016
45,2018-10-16,AAL,0.011134147644042969,99.99960327148438,0,1,1,0,32.78097152709961,34.450000762939446
46,2018-10-17,AAL,0.00016391277313232422,100.0,0,1,1,0,33.06663131713867,33.580001831054695
47,2018-10-18,AAL,0.004029273986816406,99.99998474121094,0,1,1,0,31.57927131652832,32.09000015258789
50,2018-10-23,AAL,2.682209014892578e-05,99.99993133544922,0,1,1,0,31.894474029541016,32.47999954223633
51,2018-10-24,AAL,99.99919891357422,0.0,1,0,0,1,29.88506126403809,31.190000534057614
54,2018-10-29,AAL,99.9951400756836,8.940696716308594e-06,1,0,0,1,32.11117172241211,32.439998626708984
55,2018-10-30,AAL,0.03770589828491211,99.28243255615234,0,1,1,0,34.14028167724609,35.15999984741211
56,2018-10-31,AAL,99.99968719482422,5.9604644775390625e-06,1,0,0,1,34.55398941040039,35.29999923706055
59,2018-11-05,AAL,0.371319055557251,98.62562561035156,0,1,1,0,35.2815055847168,35.599998474121094
60,2018-11-06,AAL,99.99372100830078,0.0011444091796875,1,0,0,1,34.73825454711914,35.56999969482422
61,2018-11-07,AAL,0.004395842552185059,99.96965026855469,0,1,1,0,36.51615905761719,36.77000045776367
62,2018-11-08,AAL,0.048860907554626465,99.46807861328125,0,1,1,0,36.40751266479492,36.70000076293945
63,2018-11-09,AAL,99.98148345947266,0.00043511390686035156,1,0,0,1,35.775367736816406,36.310001373291016
64,2018-11-12,AAL,99.89332580566406,0.0019341707229614258,1,0,0,1,36.40751266479492,37.150001525878906
67,2018-11-15,AAL,8.940696716308594e-06,99.999755859375,0,1,1,0,37.3557243347168,37.400001525878906
68,2018-11-16,AAL,0.14269649982452393,99.88516235351562,0,1,1,0,36.29886245727539,36.7599983215332
69,2018-11-19,AAL,0.017821788787841797,99.82827758789062,0,1,1,0,35.38027572631836,35.049999237060554
70,2018-11-20,AAL,97.33155059814453,0.6653040647506714,1,0,0,1,35.15310287475586,36.09000015258789
71,2018-11-21,AAL,99.78997802734375,0.02217888832092285,1,0,0,1,35.8642578125,36.65999984741211
73,2018-11-26,AAL,99.92892456054688,0.864642858505249,1,0,0,1,37.63228225708008,38.209999084472656
74,2018-11-27,AAL,91.43495178222656,19.165287017822266,0,0,0,1,37.81995391845703,38.59000015258789
75,2018-11-28,AAL,0.001099705696105957,99.9983901977539,0,1,1,0,38.46197128295898,38.79999923706055
77,2018-11-30,AAL,0.0017136335372924805,99.998046875,0,1,1,0,39.66699600219727,40.56999969482422
78,2018-12-03,AAL,0.00016987323760986328,99.76302337646484,0,1,1,0,39.16326141357422,38.81999969482422
80,2018-12-06,AAL,0.0,100.0,0,1,1,0,36.48652267456055,36.58000183105469
81,2018-12-07,AAL,3.8743019104003906e-05,99.96598052978516,0,1,1,0,33.15789794921875,33.669998168945305
82,2018-12-10,AAL,0.00033974647521972656,99.99589538574219,0,1,1,0,33.424583435058594,34.360000610351555
83,2018-12-11,AAL,0.0003337860107421875,99.98088836669922,0,1,1,0,33.68138885498047,34.549999237060554
85,2018-12-13,AAL,99.08135223388672,0.005853176116943359,1,0,0,1,32.0615234375,32.27000045776367
86,2018-12-14,AAL,0.10062456130981445,99.12654113769531,0,1,1,0,32.012134552001946,32.299999237060554
87,2018-12-17,AAL,99.85437774658203,0.10992288589477539,1,0,0,1,31.64668083190918,32.470001220703125
88,2018-12-18,AAL,0.00014603137969970703,99.99998474121094,0,1,1,0,33.12826538085937,33.459999084472656
89,2018-12-19,AAL,0.5521386861801147,98.19786834716797,0,1,1,0,32.022010803222656,32.34000015258789
90,2018-12-20,AAL,0.00012814998626708984,99.99288940429688,0,1,1,0,31.498519897460934,31.95000076293945
92,2018-12-24,AAL,99.99991607666016,0.0,1,0,0,1,29.35515785217285,30.1200008392334
94,2018-12-27,AAL,0.4473268985748291,98.2928695678711,0,1,1,0,31.64668083190918,32.169998168945305
95,2018-12-28,AAL,95.61455535888672,5.077221870422363,1,0,0,1,31.43925476074219,32.09000015258789
97,2019-01-02,AAL,6.258487701416016e-05,99.99998474121094,0,1,1,0,32.08127975463867,31.690000534057614
98,2019-01-03,AAL,99.99932861328125,0.0,1,0,0,1,29.69098472595215,30.440000534057614
99,2019-01-04,AAL,92.61534118652344,0.05410909652709961,0,0,0,1,31.64668083190918,31.989999771118164
100,2019-01-07,AAL,0.7882922887802124,99.10371398925781,0,1,1,0,32.545509338378906,33.360000610351555
101,2019-01-08,AAL,99.87751770019531,0.004884600639343262,1,0,0,1,32.022010803222656,32.419998168945305
