,timestep,action,lastmarket,newmarket,reward,short,flat,long,totalreward
0,1,2,99.87939157567527,99.76542627681589,-0.11396529885938378,,,99.76542627681589,-0.11396529885938378
1,2,2,99.76542627681589,99.6121190529538,-0.15330722386208606,,,99.6121190529538,-0.26727252272146984
2,3,2,99.6121190529538,99.39179751564144,-0.22032153731235837,,,99.39179751564144,-0.4875940600338282
3,4,2,99.39179751564144,99.3608892981136,-0.030908217527837678,,,99.3608892981136,-0.5185022775616659
4,5,2,99.3608892981136,99.24328409797263,-0.11760520014097153,,,99.24328409797263,-0.6361074777026374
5,6,2,99.24328409797263,99.29704258152293,0.05375848355029689,,,99.29704258152293,-0.5823489941523405
6,7,2,99.29704258152293,99.39573016892793,0.09868758740499572,,,99.39573016892793,-0.4836614067473448
7,8,2,99.39573016892793,99.34714027563989,-0.048589893288038866,,,99.34714027563989,-0.5322513000353837
8,9,2,99.34714027563989,99.16594540525078,-0.1811948703891062,,,99.16594540525078,-0.7134461704244899
9,10,2,99.16594540525078,98.96423748040502,-0.2017079248457634,,,98.96423748040502,-0.9151540952702533
10,11,2,98.96423748040502,99.01355484166292,0.049317361257905645,,,99.01355484166292,-0.8658367340123476
11,12,2,99.01355484166292,99.32293760602522,0.3093827643622973,,,99.32293760602522,-0.5564539696500503
12,13,2,99.32293760602522,99.51693524047496,0.19399763444974383,,,99.51693524047496,-0.3624563352003065
13,14,2,99.51693524047496,99.45796221290941,-0.05897302756555689,,,99.45796221290941,-0.4214293627658634
14,15,2,99.45796221290941,99.44492745959306,-0.013034753316347292,,,99.44492745959306,-0.4344641160822107
15,16,2,99.44492745959306,99.5314470849624,0.08651962536933411,,,99.5314470849624,-0.3479444907128766
16,17,2,99.5314470849624,99.43971579537407,-0.09173128958832422,,,99.43971579537407,-0.4396757803012008
17,18,2,99.43971579537407,99.46214993484622,0.022434139472153447,,,99.46214993484622,-0.41724164082904736
18,19,2,99.46214993484622,99.53528331154102,0.07313337669479836,,,99.53528331154102,-0.344108264134249
19,20,2,99.53528331154102,99.45487846812182,-0.08040484341920262,,,99.45487846812182,-0.4245131075534516
20,21,2,99.45487846812182,99.40319812553122,-0.0516803425906005,,,99.40319812553122,-0.4761934501440521
21,22,2,99.40319812553122,99.46896817763158,0.06577005210036191,,,99.46896817763158,-0.4104233980436902
22,23,2,99.46896817763158,99.57820686541542,0.1092386877838436,,,99.57820686541542,-0.3011847102598466
23,24,2,99.57820686541542,99.65089782919557,0.07269096378014694,,,99.65089782919557,-0.22849374647969967
24,25,2,99.65089782919557,99.34615697562187,-0.30474085357370484,,,99.34615697562187,-0.5332346000534045
25,26,2,99.34615697562187,99.23626995717342,-0.10988701844844684,,,99.23626995717342,-0.6431216185018513
26,27,2,99.23626995717342,99.50641762956215,0.27014767238873105,,,99.50641762956215,-0.3729739461131203
27,28,2,99.50641762956215,99.45123417982157,-0.05518344974058209,,,99.45123417982157,-0.4281573958537024
28,29,2,99.45123417982157,99.30138508213086,-0.14984909769070498,,,99.30138508213086,-0.5780064935444074
29,30,2,99.30138508213086,99.09541050231945,-0.20597457981141076,,,99.09541050231945,-0.7839810733558181
30,31,2,99.09541050231945,99.34274592808855,0.24733542576909429,,,99.34274592808855,-0.5366456475867238
31,32,2,99.34274592808855,99.41673760959426,0.07399168150571711,,,99.41673760959426,-0.46265396608100673
32,33,2,99.41673760959426,99.34485586451942,-0.07188174507484746,,,99.34485586451942,-0.5345357111558542
33,34,2,99.34485586451942,99.44673194955253,0.10187608503311196,,,99.44673194955253,-0.4326596261227422
34,35,2,99.44673194955253,99.42878908282019,-0.01794286673234069,,,99.42878908282019,-0.4506024928550829
35,36,2,99.42878908282019,99.77537764818,0.3465885653598093,,,99.77537764818,-0.1040139274952736
36,37,2,99.77537764818,99.61119934691887,-0.1641783012611313,,,99.61119934691887,-0.2681922287564049
37,38,2,99.61119934691887,99.37545837314468,-0.23574097377418468,,,99.37545837314468,-0.5039332025305896
38,39,2,99.37545837314468,99.24680880579571,-0.12864956734897248,,,99.24680880579571,-0.6325827698795621
39,40,2,99.24680880579571,99.46734920484175,0.22054039904604394,,,99.46734920484175,-0.41204237083351813
40,41,2,99.46734920484175,99.59441894538267,0.12706974054091802,,,99.59441894538267,-0.2849726302926001
41,42,2,99.59441894538267,99.48533407604242,-0.10908486934025063,,,99.48533407604242,-0.39405749963285075
42,43,2,99.48533407604242,99.44458755005925,-0.04074652598316675,,,99.44458755005925,-0.4348040256160175
43,44,2,99.44458755005925,99.19741106905369,-0.24717648100556744,,,99.19741106905369,-0.6819805066215849
44,45,2,99.19741106905369,99.38269851152322,0.1852874424695301,,,99.38269851152322,-0.49669306415205483
45,46,2,99.38269851152322,99.49416043714278,0.11146192561956525,,,99.49416043714278,-0.3852311385324896
46,47,2,99.49416043714278,99.51240369990245,0.018243262759668255,,,99.51240369990245,-0.3669878757728213
47,48,2,99.51240369990245,99.71695184715145,0.2045481472489996,,,99.71695184715145,-0.1624397285238217
48,49,2,99.71695184715145,99.4898087680216,-0.22714307912984566,,,99.4898087680216,-0.3895828076536674
49,50,2,99.4898087680216,99.48567062872918,-0.004138139292422238,,,99.48567062872918,-0.3937209469460896
50,51,2,99.48567062872918,99.26833196511949,-0.217338663609695,,,99.26833196511949,-0.6110596105557846
51,52,2,99.26833196511949,99.1861414248172,-0.08219054030229245,,,99.1861414248172,-0.6932501508580771
52,53,2,99.1861414248172,99.27486436070636,0.08872293588916591,,,99.27486436070636,-0.6045272149689112
53,54,2,99.27486436070636,99.50790023802895,0.23303587732259246,,,99.50790023802895,-0.3714913376463187
54,55,2,99.50790023802895,99.63400910116117,0.1261088631322167,,,99.63400910116117,-0.245382474514102
55,56,2,99.63400910116117,99.86846351417641,0.23445441301524284,,,99.86846351417641,-0.010928061498859165
56,57,2,99.86846351417641,100.02271149475108,0.1542479805746666,,,100.02271149475108,0.14331991907580743
57,58,2,100.02271149475108,100.10676777735064,0.08405628259956188,,,100.10676777735064,0.22737620167536932
58,59,0,100.10676777735064,100.25702964129798,-0.15026186394733543,100.25702964129798,,,0.07711433772803389
59,60,0,100.25702964129798,100.49353514903265,-0.2365055077346767,100.49353514903265,,,-0.15939117000664282
60,61,0,100.49353514903265,100.36684866901642,0.1266864800162324,100.36684866901642,,,-0.03270468999041043
61,62,0,100.36684866901642,100.36834529566852,-0.0014966266520985982,100.36834529566852,,,-0.03420131664250903
62,63,0,100.36834529566852,100.17096837731279,0.19737691835572946,100.17096837731279,,,0.16317560171322043
63,64,0,100.17096837731279,100.05216245134505,0.11880592596773454,100.05216245134505,,,0.28198152768095497
64,65,0,100.05216245134505,99.94018834115809,0.11197411018696357,99.94018834115809,,,0.39395563786791854
65,66,2,99.94018834115809,99.92843550583558,-0.011752835322511146,,,99.92843550583558,0.3822028025454074
66,67,2,99.92843550583558,100.06982103618414,0.1413855303485576,,,100.06982103618414,0.523588332893965
67,68,0,100.06982103618414,99.61922038417377,0.45060065201036537,99.61922038417377,,,0.9741889849043304
68,69,2,99.61922038417377,99.7507825766609,0.13156219248712375,,,99.7507825766609,1.1057511773914541
69,70,2,99.7507825766609,99.66024576568643,-0.09053681097446997,,,99.66024576568643,1.0152143664169841
70,71,2,99.66024576568643,99.46742956351925,-0.19281620216717954,,,99.46742956351925,0.8223981642498046
71,72,2,99.46742956351925,99.4826202906189,0.015190727099650303,,,99.4826202906189,0.8375888913494549
72,73,2,99.4826202906189,99.24691152171002,-0.2357087689088786,,,99.24691152171002,0.6018801224405763
73,74,2,99.24691152171002,99.10878728076733,-0.1381242409426875,,,99.10878728076733,0.4637558814978888
74,75,2,99.10878728076733,99.27386521462469,0.16507793385736136,,,99.27386521462469,0.6288338153552502
75,76,2,99.27386521462469,99.48560999061573,0.21174477599103625,,,99.48560999061573,0.8405785913462864
76,77,2,99.48560999061573,99.6981786492768,0.21256865866106978,,,99.6981786492768,1.0531472500073562
77,78,2,99.6981786492768,99.45635787731725,-0.24182077195955287,,,99.45635787731725,0.8113264780478033
