Date,oc_gbpjpy,hl_gbpjpy,gbpjpy_close,gbpjpy_Doc,gbpjpy_Dhl,rsi_gbpjpy,GBPJPY,short_gbpjpy,long_gbpjpy
20180507  03:15:00,-0.015500000000002956,0.1214999999999975,0.00010514740648836124,-1.1188271604938431,-0.3153153153152549,18.961623046907263,147.4275,0,0
20180507  03:30:00,-0.0584999999999809,0.07049999999998137,0.00039680494018746077,2.7922077922058244,-0.4194078947369835,62.93464102887496,147.486,0,0
20180507  03:45:00,-0.12000000000000455,0.14050000000000296,0.0008136359968838049,1.0530821917815714,0.9915014164311626,88.51089823825814,147.606,0,0
20180507  04:00:00,-0.023500000000012733,0.054499999999990216,0.0001592075124267407,-0.8048373644702932,-0.6116642958748999,90.9553308864357,147.6295,0,0
20180507  04:15:00,-0.017500000000012506,0.038000000000010914,0.00011853991340498453,-0.2564102564101266,-0.3021978021974773,93.13173380803957,147.64700000000005,0,0
20180507  04:30:00,-0.03499999999999659,0.06100000000000705,0.00023705172671861885,1.005747126435144,0.6036745406821403,96.50026972585931,147.68200000000004,0,0
20180507  04:45:00,-0.0519999999999925,0.09349999999997748,0.00035210766910812134,0.4871060171919074,0.5319148936164761,98.57580246548328,147.734,0,0
20180507  05:00:00,-0.05999999999997385,0.12399999999999525,0.0004061350764649045,0.1541425818879097,0.3258547008549687,99.39871468699772,147.79399999999995,0,0
20180507  05:15:00,0.0029999999999859033,0.02400000000000091,-2.029850988629386e-05,-1.0517529215356805,-0.8058017727638853,93.96910781098406,147.791,0,0
20180507  05:30:00,0.04050000000000864,0.05650000000002819,-0.0002740354459775226,12.096774193610733,1.3485477178434049,37.96943360043363,147.7505,0,0
20180507  05:45:00,0.02649999999999864,0.05150000000000432,-0.00017935629364617563,-0.34482758620706955,-0.08833922261521879,21.332721374907113,147.724,0,0
20180507  06:00:00,-0.09350000000000593,0.13599999999999568,0.0006329366704553008,-4.511278195489124,1.6375968992245016,80.77500059368975,147.8175,0,0
20180507  06:15:00,0.014499999999998181,0.07050000000000978,-9.809386703611872e-05,-1.1563169164881937,-0.4812637766347391,65.4386495159833,147.803,0,0
20180507  06:30:00,-0.05850000000000932,0.08549999999999612,0.000395796840526412,-5.000000000001137,0.2124645892349048,86.3502567603644,147.8615,0,0
20180507  06:45:00,0.005500000000012051,0.06499999999999773,-3.7196946333679945e-05,-1.0958904109590952,-0.23948598130840346,77.5295972812639,147.856,0,0
20180507  07:00:00,0.04749999999998522,0.0800000000000125,-0.00032125830452707206,7.499999999979068,0.2304147465440139,28.04567005771118,147.8085,0,0
20180507  07:15:00,-0.03699999999997772,0.04999999999998295,0.000250323729471612,-1.7752100840333862,-0.3745318352063031,63.92072370097136,147.8455,0,0
20180507  07:30:00,0.013999999999981584,0.04800000000000182,-9.469338282628351e-05,-1.3821138211379431,-0.03992015968027562,46.410017385098755,147.8315,0,0
20180507  07:45:00,-0.09000000000000341,0.10300000000000864,0.0006088008247222068,-7.375886524831265,1.143451143451242,88.14941633827705,147.9215,0,0
20180507  08:00:00,0.03700000000000614,0.069500000000005,-0.0002501325026230526,-1.4126807563960482,-0.3249272550921516,53.736515327703046,147.8845,0,0
20180507  08:15:00,0.01300000000000523,0.08599999999998431,-8.790638105661596e-05,-0.6469002695416964,0.23706896551692705,42.16844219623441,147.8715,0,0
20180507  08:30:00,-0.008499999999997955,0.08349999999998657,5.7482302213528186e-05,-1.6412213740453894,-0.029036004645739626,54.872406598988775,147.88,0,0
20180507  08:45:00,-0.025000000000005684,0.0904999999999916,0.00016905587702473616,1.9642857142871128,0.08373205741634121,80.31243165088547,147.905,0,0
20180507  09:00:00,-0.04249999999998977,0.12649999999999295,0.00028734641334199947,0.7028112449791201,0.3973509933775354,93.2500550879918,147.9475,0,0
20180507  09:15:00,0.08449999999999136,0.11750000000000682,-0.0005711481632685582,-2.9952830188682023,-0.07109004739325933,25.80869812630432,147.863,0,0
20180507  09:30:00,-0.06049999999999045,0.10050000000001093,0.0004091622588731769,-1.7139479905436952,-0.1445578231292085,63.55369396675743,147.9235,0,0
20180507  09:45:00,-0.044000000000011134,0.1384999999999934,0.00029745084624773285,-0.2731788079467205,0.3777335984093277,79.0538874677493,147.9675,0,0
20180507  10:00:00,0.07550000000000523,0.15449999999998454,-0.0005102468378212879,-2.7220956719814593,0.11544011544005695,32.14209385329122,147.892,0,0
20180507  10:15:00,-0.005500000000012051,0.07099999999999795,3.718927515406199e-05,-1.071428571428726,-0.5401034928848314,37.54207326753916,147.8975,0,0
20180507  10:30:00,-0.020999999999986585,0.12000000000000455,0.00014199013371404663,2.8703703703592485,0.6891701828411815,61.15038630413946,147.9185,0,0
20180507  10:45:00,-0.033999999999991815,0.0730000000000075,0.00022985615061251133,0.6220095693786398,-0.3913405495420089,82.53132955699907,147.9525,0,0
20180507  11:00:00,-0.0005000000000165984,0.11350000000001614,3.3794607192884638e-06,-0.988200589970009,0.5540355677155195,82.80958747913438,147.953,0,0
20180507  11:15:00,0.03450000000000841,0.06499999999999773,-0.00023318200159380518,-87.49999999643165,-0.4269366197184113,25.892578316996445,147.9185,0,0
20180507  11:30:00,0.03350000000000364,0.060000000000002274,-0.00022647591310358286,-0.028901734104177214,-0.07680491551452576,11.089834510278807,147.885,0,0
20180507  11:45:00,0.036000000000001364,0.069500000000005,-0.00024343223218567232,0.07440476190468617,0.15806988352749365,4.975865416425168,147.849,0,0
20180507  12:00:00,-0.025000000000005684,0.07450000000000045,0.00016909132351840958,-1.689750692520907,0.07183908045969961,46.18368491935678,147.874,0,0
20180507  12:15:00,-0.0005000000000165984,0.045000000000015916,3.381254729642299e-06,-0.9839357429712244,-0.3954423592491201,47.101279563416966,147.8745,0,0
20180507  12:30:00,-0.039999999999992035,0.06750000000002387,0.0002704994637347593,98.74999999584094,0.4988913525498895,85.81072862163495,147.9145,0,0
20180507  12:45:00,0.0665000000000191,0.09199999999998454,-0.0004495837462969788,-2.6691729323316387,0.3624260355022487,24.99497146666069,147.84799999999996,0,0
20180507  13:00:00,-0.049000000000035016,0.08850000000001046,0.00033142123571445976,-1.7342342342345494,-0.03800217155238509,63.31248221894228,147.89700000000005,0,0
20180507  13:15:00,-0.0014999999999929516,0.047500000000013635,1.0142186695972748e-05,-0.9713701431494488,-0.4627539503385098,64.4251739664158,147.8985,0,0
20180507  13:30:00,-0.04649999999998045,0.07849999999999112,0.000314404598826361,32.14285714301004,0.6512605042010211,87.64930780756048,147.945,0,0
20180507  13:45:00,0.06999999999999318,0.10550000000000637,-0.0004731484854854481,-2.510775862069455,0.34351145038191194,29.556389015744287,147.875,0,0
20180507  14:00:00,-0.00899999999998613,0.0964999999999918,6.086217355042281e-05,-1.1269614835946788,-0.08522727272740539,39.813968279358676,147.884,0,0
20180507  14:15:00,-0.09000000000000341,0.17400000000003502,0.0006085846957178182,9.101123595521742,0.8022774327127304,84.61612733894201,147.974,0,0
20180507  14:30:00,-0.017000000000024332,0.10349999999999683,0.00011488496973473284,-0.8120133481643639,-0.40493968983356704,87.99275402819046,147.991,0,0
20180507  14:45:00,-0.11599999999998545,0.13100000000000026,0.0007838309195619562,5.857988165669738,0.2654440154440565,96.99474080458795,148.107,0,0
20180507  15:00:00,-0.0024999999999977267,0.10949999999999704,1.6879676936471825e-05,-0.9792924935289212,-0.16399694889399807,97.08881631579348,148.1095,0,0
