,Date,Ticker,Open Long,Close Long,Open Short,Close Short,Close Price,Tradé,Action,Quand,Prix limite
0,2019-11-22,A,0,0,0,0,79.12000274658203,Traité,NA,NA,NA
1,2019-11-22,AAL,0,0,0,0,28.68000030517578,NA,NA,NA,NA
2,2019-11-22,AAP,0,0,0,0,157.8699951171875,NA,NA,NA,NA
3,2019-11-22,AAPL,0,0,0,0,261.77999877929693,NA,NA,NA,NA
4,2019-11-22,ABC,0,0,0,0,90.26000213623048,NA,NA,NA,NA
5,2019-11-22,ABMD,0,0,0,0,182.0,NA,NA,NA,NA
6,2019-11-22,ABT,0,0,0,0,83.73999786376953,NA,NA,NA,NA
7,2019-11-22,ACN,0,0,0,0,196.66000366210938,NA,NA,NA,NA
8,2019-11-22,ADBE,0,0,0,0,299.29998779296875,NA,NA,NA,NA
9,2019-11-22,ADI,0,0,0,0,110.6500015258789,NA,NA,NA,NA
10,2019-11-22,ADM,0,0,0,0,42.72000122070313,NA,NA,NA,NA
11,2019-11-22,ADP,1,0,0,1,169.64999389648438,NA,Close Short,25-11-2019 11:34:14,169.99
12,2019-11-22,ADS,0,0,0,0,104.41000366210938,NA,NA,NA,NA
13,2019-11-22,ADSK,0,0,0,1,167.00999450683594,NA,NA,NA,NA
14,2019-11-22,AEE,0,0,0,0,74.94999694824219,NA,NA,NA,NA
15,2019-11-22,AEP,0,0,0,0,91.54000091552734,NA,NA,NA,NA
16,2019-11-22,AES,0,0,0,0,18.82999992370605,NA,NA,NA,NA
17,2019-11-22,AFL,0,0,0,0,53.9900016784668,NA,NA,NA,NA
18,2019-11-22,AGN,0,0,0,0,183.7899932861328,NA,NA,NA,NA
19,2019-11-22,AIG,0,0,0,1,53.29999923706055,NA,NA,NA,NA
20,2019-11-22,AIV,1,0,0,1,53.22999954223633,NA,Open Long,25-11-2019 11:34:14,53.34
21,2019-11-22,AIZ,0,1,1,0,131.82000732421878,NA,NA,NA,NA
22,2019-11-22,ALB,0,0,0,0,64.90000152587889,NA,NA,NA,NA
23,2019-11-22,ALGN,0,0,0,0,274.39999389648443,NA,NA,NA,NA
24,2019-11-22,ALK,0,1,1,0,68.76000213623047,NA,NA,NA,NA
25,2019-11-22,ALL,0,1,1,0,110.04000091552734,NA,NA,NA,NA
26,2019-11-22,ALLE,0,0,0,0,119.0500030517578,NA,NA,NA,NA
